,교과목명,주담당교수
950,기계시스템설계 2,박희재
951,기계시스템설계 2,안성훈
952,기계시스템설계 2,이우일
953,기계시스템설계 2,이윤석
954,기계시스템설계 2,이정훈
955,기계시스템설계 2,이경수
956,기계산업경영 1,이건우
957,기계공학 콜로키엄,이건우
958,제어시스템 1,이동준
959,기초음향공학,강연준
960,차량동역학 및 제어,이경수
961,컴퓨터이용설계,이건우
962,견실최적설계방법론,김종원
963,연속체역학,조맹효
964,지능재료 및 설계,안성훈
965,고급열역학,김민수
966,고급기계공학해석,김찬중
967,비점성유동,박형민
968,마이크로유체역학,김호영
969,전산유체역학,최해천
970,터보기계,송성진
971,고급기계설계문제연구 4,신용대
972,고급기계설계문제연구 4,최동훈
973,연료전지개론,차석원
974,대학원논문연구,강연준
975,대학원논문연구,고상근
976,대학원논문연구,고승환
977,대학원논문연구,김민수
978,대학원논문연구,김종원
979,대학원논문연구,김찬중
980,대학원논문연구,김호영
981,대학원논문연구,도형록
982,대학원논문연구,민경덕
983,대학원논문연구,박용래
984,대학원논문연구,박종우
985,대학원논문연구,박형민
986,대학원논문연구,박희재
987,대학원논문연구,송성진
988,대학원논문연구,송한호
989,대학원논문연구,신용대
990,대학원논문연구,안성훈
991,대학원논문연구,윤병동
992,대학원논문연구,이건우
993,대학원논문연구,이경수
994,대학원논문연구,이동준
995,대학원논문연구,이윤석
996,대학원논문연구,이정훈
997,대학원논문연구,조맹효
998,대학원논문연구,차석원
999,대학원논문연구,최만수
1000,대학원논문연구,최해천
1001,대학원논문연구,황원태
1002,정밀기계시스템설계,박희재
1003,기계나노공정개론,고승환
1004,기계공학세미나,이동준
1005,기계공학세미나,안성훈
1006,기계시스템 모델링 및 제어,이동준
1007,우주항공공학 콜로키엄,김현진
1008,우주항공열역학,윤영빈
1009,압축성유체역학,김종암
1010,비행체 제어원리,김유단
1011,우주항공공학실험 1,이관중
1012,우주항공공학실험 1,윤군진
1013,우주항공 진동론,김지환
1014,우주항공 선형대수,박찬국
1015,우주역학,기창돈
1016,소음공학,이수갑
1017,항공기개념설계,이관중
1018,우주항공 마이크로/나노공학,김용협
1019,우주항공 통합 시스템 설계 및 제작 1,이복직
1020,우주항공 통합 시스템 설계 및 제작 2,이복직
1021,고급전산유체역학,김종암
1022,고급해석동역학,김지환
1023,우주추진이론,이복직
1024,항공제어유도론,김유단
1025,고급항법시스템,기창돈
1026,고급필터링이론,박찬국
1027,무인항공시스템 의사결정기술,김현진
1028,대학원논문연구,기창돈
1029,대학원논문연구,김용협
1030,대학원논문연구,김유단
1031,대학원논문연구,김종암
1032,대학원논문연구,김지환
1033,대학원논문연구,김현진
1034,대학원논문연구,박찬국
1035,대학원논문연구,신상준
1036,대학원논문연구,여재익
1037,대학원논문연구,윤군진
1038,대학원논문연구,윤영빈
1039,대학원논문연구,이관중
1040,대학원논문연구,이수갑
1041,대학원논문연구,이복직
1042,전산구조해석,윤군진
1043,우주항공 고체역학 1,김용협
1044,고급 회전익기 공력해석 및 설계,이관중
1045,발사체 시스템 특강,김종암
1046,발사체 시스템 특강,윤군진
1047,우주시스템 공학 실험,이관중
1048,우주시스템 현장실무응용,윤군진
1049,우주항공혁신설계입문,윤군진
1050,보육교사론,이정민
1051,보육과정,박유정
1052,인간발달,이강이
1053,청소년발달,이강이
1054,가족학개론,이재림
1055,아동미술,최나야
1056,아동권리와 복지,이보람
1057,"의과학에서의 sex, gender 연구",김나영
1058,창업론 실습 Ⅰ,이영민
1059,벤처창업 웹 프로그래밍2,김효정
1060,벤처경영학 특강,박원구
1061,예비 의료인의 평화적 문제 해결,박보영
1062,인간에 대한 다층적 이해,임정준
1063,치의학 비판적사고 프로젝트,박보영
1064,치의학 비판적사고 프로젝트,우경미
1065,치의학 비판적사고 프로젝트,Yu Frank Hong
1066,치의학 비판적사고 프로젝트,방원일
1067,치의학 비판적사고 프로젝트,신미연
1068,치의과학 자율연구 1,정지훈
1069,치의과학 자율연구 1,이윤실
1070,치의과학 자율연구 1,박주철
1071,글로벌행정이론,구민교
1072,도시정부론,김순은
1073,글로벌시대의 발전정책,Jorg Michael Dostal
1074,외교와 정책,노경수
1075,줄기세포의 유전학 및 후성유전학,권유욱
1076,줄기세포생물학의 응용 및 재생의학,구승엽
1077,공학자를 위한 물리,황원태
1078,엔지니어링 프로젝트 매니지먼트 I,박창우
1080,공학자를 위한 수학,신창수
1081,스마트 산업 시스템,Suh Eun Suk
1082,시스템 아키텍쳐 설계 개론,Suh Eun Suk
1083,응용공학프로젝트연구 Ⅱ,구윤모
1084,응용공학프로젝트연구 Ⅱ,김성우
1085,응용공학프로젝트연구 Ⅱ,Suh Eun Suk
1086,응용공학프로젝트연구 Ⅱ,이덕주
1087,응용공학프로젝트연구 Ⅱ,이명규
1088,응용공학프로젝트연구 Ⅱ,윤병동
1089,응용공학프로젝트연구 Ⅱ,문주혁
1090,응용공학프로젝트연구 Ⅱ,윤성로
1091,응용공학프로젝트연구 Ⅱ,문승일
1092,응용공학프로젝트연구 Ⅱ,윤용태
1093,응용공학프로젝트연구 Ⅱ,이종민
1094,응용공학프로젝트연구 Ⅱ,김용권
1095,응용공학프로젝트연구 Ⅱ,서종모
1096,미래산업변화 대응 전략,한규환
1097,공학자를 위한 통계,구윤모
1098,그린에코공학개론,최준원
1099,그린에코공학세미나 I,최준원
1100,응용공학세미나 Ⅱ,구윤모
1101,공학자를 위한 인공지능시스템 설계,이정우
1102,전력시장의 이해,박종근
1103,전기전자회로의 원리 및 실험,김용권
1104,응용공학설계,김성우
1105,발전공학,박종남
1106,자율로봇지능,김성우
1107,규제독성학특강,박중훈
1108,비임상연구특강,박중훈
1109,식품 콜로이드학,정동화
1110,식품 바이오젤특강,정동화
1111,작물분자생물학특강,정춘균
1112,성과평가의 실험적 방법론,김태윤
1113,국제농림업개발정책분석,박미선
1114,경제동물산업기술 특강,김태민
1115,작물재배생태 및 병해충예찰 실습 I,서장균
1116,응용공학프로젝트의 기초,곽우영
1117,응용공학프로젝트의 기초,김희집
1118,응용공학프로젝트의 기초,박종남
1119,응용공학프로젝트의 기초,박창우
1120,응용공학프로젝트의 기초,오병수
1121,응용공학프로젝트의 기초,한규환
1122,응용공학프로젝트의 기초,한훈
1123,산업분리공정,김화용
1124,공정산업 ICT 활용,윤여홍
1125,논문작성과 연구실험 윤리,염수청
1126,원조와 국제농업개발,김태윤
1127,경제동물산업기술개론,김갑돈
1128,국제농산물 가공학,김효진
1129,종자생명공학특강,김주곤
1130,프로바이오틱스와 장내미생물학 특강,허철성
1131,유제품의 기능성학 특강,허철성
1132,반추가축 영양소 분배학,김경훈
1133,반추가축 사료가치 평가학,김경훈
1134,초지 생태와 관리,김종근
1135,조사료 생산이용학,김종근
1136,기능성 축산소재 연구,강상기
1137,응용 축산 생물공학,강상기
1138,지속적 가금 생산기술,박태섭
1139,가금 유전체 제어 기술,박태섭
1140,농식품미생물공학특강,김도만
1141,분자육종학 최신기술,강진호
1142,종자생명기술 세미나 I,강진호
1143,국제농촌자원관리공학,서교
1144,국제농업공학연구 방법론 I,김학관
1145,국제농업정책 세미나,박미선
1146,경제동물산업기술 인턴십,염수청
1147,바이오식품산업 인턴십,김효진
1148,종자생명기술 인턴십,서장균
1149,대학원논문연구,김도만
1150,대학원논문연구,정동화
1151,대학원논문연구,최준원
1152,대학원논문연구,강상기
1153,대학원논문연구,김경훈
1154,대학원논문연구,김태윤
1155,대학원논문연구,박병철
1156,대학원논문연구,박태섭
1157,대학원논문연구,서교
1158,대학원논문연구,염수청
1159,대학원논문연구,허철성
1160,대학원논문연구,강진호
1161,대학원논문연구,김갑돈
1162,대학원논문연구,김종근
1163,대학원논문연구,김태민
1164,대학원논문연구,김학관
1165,대학원논문연구,김효진
1166,대학원논문연구,박미선
1167,대학원논문연구,박중훈
1168,대학원논문연구,서장균
1169,대학원논문연구,지성태
1170,대학원논문연구,정춘균
1171,응용가축영양학,박병철
1172,미세소포체 응용기술,김태민
1173,작물후성유전학특강,정춘균
1174,동아시아 농업발전론,지성태
1175,과학기술정책,박상욱
1176,과학기술과 젠더,임소연
1177,한국현대과학기술발전사,홍성욱
1178,공학자를 위한 글로벌 프로젝트 매니지먼트,박창우
1179,정치경제철학 입문,강인선
1180,동아시아고전강독,정세진
1181,그리스어 문법 및 작문,이준엽
1182,라틴어 문법 및 작문,양호영
1183,라틴고전강독 2,허민준
1184,인문데이터과학개론,유현조
1185,인문데이터과학연습,남승호
1186,기록학실습,김익한
1187,중국의 고문서학,심재권
1188,기록물 메타데이터,조명대
1189,동아시아 비교문학론,서영채
1190,과학기술과 동아시아 근대사,임종태
1191,동아시아 비교사,박훈
1192,동아시아의 대중예술과 문화교류,이진주
1193,체질인류학 및 고병리학연구의 최신지견,신동훈
1194,소화기 염증 및 염증관련 암의 병리학,장미수
1195,법의미생물학,국윤호
1196,법과학개론,이환영
1197,질병예방과 건강증진,강영호
1198,정신병리학,강웅구
1199,후성유전학과 피부질환,박경찬
1200,근골격계 생체재료학,유정준
1201,문화환경세미나,조경진
1202,커뮤니티계획과설계,조경진
1203,도시재생 스튜디오,김세훈
1204,환경설계 스튜디오,서예례
1206,생활지도 및 상담,조애리
1209,생활지도 및 상담,최정아
1210,학교폭력예방 및 학생의 이해,김경래
1211,학교폭력예방 및 학생의 이해,이수진
1213,학교폭력예방 및 학생의 이해,윤영
1214,학교폭력예방 및 학생의 이해,조은별
1216,학교현장실습,박동열
1217,교육봉사활동1,박동열
1218,교육봉사활동2,박동열
1219,글쓰기의 기초,서반석
1221,글쓰기의 기초,김승민
1222,글쓰기의 기초,이은주
1223,글쓰기의 기초,박혜승
1224,인문학글쓰기,이유선
1227,인문학글쓰기,이상원
1229,인문학글쓰기,김재호
1230,인문학글쓰기,서선정
1232,인문학글쓰기,김광식
1234,사회과학글쓰기,박현희
1236,사회과학글쓰기,정지웅
1237,과학과 기술 글쓰기,김수아
1239,과학과 기술 글쓰기,윤선구
1244,말하기와 토론,김종영
1248,말하기와 토론,이상원
1249,말하기와 토론,백미숙
1252,말하기와 토론,황은미
1253,말하기와 토론,홍은영
1254,말하기와 토론,박재홍
1256,말하기와 토론,김용신
1257,창의적 사고와 표현,박현희
1259,창의적 사고와 표현,김재호
1261,창의적 사고와 표현,김광식
1263,창의적 사고와 표현,김수아
1264,창의적 사고와 표현,이유선
1265,창의적 사고와 표현,이상원
1266,논리와 비판적 사고,이주한
1267,논리와 비판적 사고,최동호
1268,논리와 비판적 사고,이풍실
1269,논리와 비판적 사고,이정규
1270,초급한국어,박지용
1271,중급한국어 1,김소영
1272,중급한국어 2,김주상
1273,고급한국어,이현주
1274,고급한국어,정혜린
1275,초급한문 1,임도현
1276,초급한문 1,서용준
1277,초급한문 1,김효신
1278,초급한문 1,문준혜
1279,초급한문 1,윤지양
1281,초급한문 1,김지현
1282,초급한문 1,김지영
1283,초급한문 2,주기평
1284,초급한문 2,최형섭
1285,초급한문 2,양중석
1286,중급한문,김정남
1287,중급한문,정진걸
1288,한문명작읽기,양중석
1289,역사와 철학 한문원전읽기,김지은
1290,초급중국어 1,김정남
1291,초급중국어 1,임도현
